customerID,User_ID,gender,Age,Region,tenure,MultipleLines,InternetService,PaymentMethod,Plan_Type,Data_Usage_GB,Call_Duration_Min,Monthly_Bill,MonthlyCharges,TotalCharges,Network_Rating,Churn
6549-NNDYT,844,Female,35,East,13,No phone service,DSL,Bank transfer (automatic),Postpaid,17.01,343,593.25,30.85,394.1,2,No
3027-ZTDHO,845,Male,54,North,1,No,Fiber optic,Electronic check,Postpaid,34.04,1216,103.12,89.9,89.9,4,Yes
0422-OHQHQ,846,Female,42,West,15,No,No,Mailed check,Postpaid,4.07,299,815.19,20.55,295.95,2,No
6916-HIJSE,847,Female,18,North,65,No,DSL,Bank transfer (automatic),Postpaid,10.67,927,1184.45,84.85,5459.2,5,No
2316-ESMLS,848,Female,63,East,12,No phone service,DSL,Credit card (automatic),Postpaid,19.38,997,1009.54,33.15,444.75,1,No
9778-OGKQZ,849,Male,32,South,72,Yes,DSL,Credit card (automatic),Postpaid,49.11,1024,1737.94,92,6782.15,3,No
7408-OFWXJ,850,Female,26,North,72,Yes,DSL,Credit card (automatic),Postpaid,39.35,1375,300.27,89.8,6510.45,5,No
6007-TCTST,851,Female,32,East,72,Yes,Fiber optic,Bank transfer (automatic),Postpaid,36.81,1098,1152.26,115.8,8476.5,4,No
2252-NKNSI,852,Male,41,West,52,Yes,DSL,Mailed check,Postpaid,6.25,838,1074.66,85.15,4461.85,5,No
8713-IGZSO,853,Male,21,North,2,Yes,No,Mailed check,Postpaid,39.16,1033,634.65,24.85,62,5,No
7905-TVXTA,854,Female,29,North,5,No,DSL,Electronic check,Prepaid,39.37,938,1662.23,64.35,352.65,4,No
7695-PKLCZ,855,Female,54,West,68,No,No,Credit card (automatic),Postpaid,30.25,939,1530.41,20.5,1424.9,5,No
2382-BCKQJ,856,Female,54,South,62,Yes,Fiber optic,Electronic check,Prepaid,49.52,119,1492.43,100.15,6413.65,3,Yes
8374-UULRV,857,Male,60,West,72,Yes,DSL,Credit card (automatic),Prepaid,16.6,674,1764.77,86.05,6309.65,2,No
2207-NHRJK,858,Male,23,North,1,No,DSL,Electronic check,Prepaid,47.09,924,1473.29,50.8,50.8,5,Yes
3224-DFQNQ,859,Female,56,West,66,Yes,Fiber optic,Electronic check,Prepaid,45.78,1185,540.5,89,5898.6,3,No
5275-PMFUT,860,Male,63,East,72,No phone service,DSL,Credit card (automatic),Postpaid,1.07,1437,1440.57,64.8,4719.75,2,No
4795-UXVCJ,861,Male,41,West,26,No,No,Credit card (automatic),Prepaid,22.78,1376,684.64,19.8,457.3,2,No
9777-IQHWP,862,Male,28,North,64,Yes,Fiber optic,Bank transfer (automatic),Postpaid,48.87,520,560.13,93.4,5822.3,5,No
0947-MUGVO,863,Male,30,West,20,No,Fiber optic,Electronic check,Postpaid,5.6,140,238.71,73.65,1463.5,3,Yes
9944-HKVVB,864,Female,51,South,3,No,Fiber optic,Electronic check,Prepaid,27.62,579,1513.65,95.1,307.4,5,Yes
4124-MMETB,865,Male,42,West,22,Yes,Fiber optic,Credit card (automatic),Postpaid,48.96,710,1450.9,94.65,2104.55,4,Yes
3671-SHRSP,866,Male,24,South,4,No,Fiber optic,Mailed check,Prepaid,28,788,545.55,80.6,319.15,2,Yes
0979-MOZQI,867,Male,21,East,62,No phone service,DSL,Bank transfer (automatic),Prepaid,9.9,775,1523.82,39,2337.45,5,No
2732-ISEZX,868,Female,25,South,5,No,No,Mailed check,Postpaid,29.32,921,1843.9,20.5,104.3,2,No
3313-QKNKB,869,Male,37,West,59,Yes,Fiber optic,Electronic check,Postpaid,10.62,241,305.26,85.55,5084.65,3,Yes
0323-XWWTN,870,Male,46,North,3,Yes,No,Mailed check,Prepaid,26.23,1315,542.01,26.4,121.25,1,No
1937-OTUKY,871,Female,62,South,72,Yes,Fiber optic,Bank transfer (automatic),Postpaid,4.17,187,1525.5,98.2,7015.9,5,No
1573-LGXBA,872,Male,63,East,57,No,Fiber optic,Credit card (automatic),Postpaid,30.47,394,621.56,97.55,5598,5,No
1764-VUUMT,873,Male,27,South,66,No,No,Credit card (automatic),Postpaid,26.08,1253,1286.86,19.95,1269.1,2,No
5073-WXOYN,874,Female,60,South,60,No phone service,DSL,Electronic check,Prepaid,37.14,1058,254.21,50.8,3027.4,3,Yes
4713-ZBURT,875,Male,51,South,45,Yes,Fiber optic,Bank transfer (automatic),Prepaid,31.72,552,959.18,99.7,4634.35,4,No
3050-GBUSH,876,Female,43,East,3,No phone service,DSL,Credit card (automatic),Postpaid,27.71,252,1504.27,34.8,113.95,3,No
0207-MDKNV,877,Female,58,West,15,No,Fiber optic,Electronic check,Postpaid,34.64,622,1404.38,105.1,1582.75,5,Yes
7876-AEHIG,878,Female,20,South,51,No phone service,DSL,Bank transfer (automatic),Postpaid,7.63,241,1648.64,60.15,3077,4,No
7945-HLKEA,879,Female,23,South,60,Yes,DSL,Electronic check,Postpaid,29.97,54,1767.16,64.75,4039.5,3,No
9342-VNIMQ,880,Male,22,North,33,Yes,DSL,Bank transfer (automatic),Postpaid,9.02,1310,1569.05,54.65,1665.2,1,No
9851-KIELU,881,Male,22,East,10,No,Fiber optic,Electronic check,Prepaid,46.31,360,1376.02,110.1,1043.3,2,Yes
3523-BRGUW,882,Male,64,South,26,No,No,Credit card (automatic),Postpaid,3.88,598,160.27,19.3,504.2,3,No
3908-BLSYF,883,Female,40,East,6,No,Fiber optic,Electronic check,Prepaid,21.8,105,1116.44,83.9,497.55,3,Yes
3199-NPKCN,884,Female,26,South,67,Yes,Fiber optic,Electronic check,Postpaid,34.94,492,171.63,111.25,7511.65,1,No
5170-PTRKA,885,Female,52,West,49,No phone service,DSL,Credit card (automatic),Prepaid,23.17,1310,1635.33,35.8,1782,5,No
4661-NJEUX,886,Male,37,West,1,No,No,Mailed check,Postpaid,5.06,919,709.38,20.05,20.05,2,No
2123-AGEEN,887,Female,59,South,7,No,Fiber optic,Electronic check,Prepaid,27.89,1270,1168.62,84.35,609.65,3,No
1258-YMZNM,888,Female,52,West,27,Yes,Fiber optic,Bank transfer (automatic),Postpaid,32.26,634,630.95,110.5,2857.6,4,No
0048-LUMLS,889,Male,35,South,37,No,Fiber optic,Credit card (automatic),Prepaid,35.34,801,1586.75,91.2,3247.55,3,No
7549-MYGPK,890,Female,34,West,63,Yes,Fiber optic,Electronic check,Prepaid,18.98,409,1784.35,100.55,6215.35,2,Yes
5898-IGSLP,891,Male,41,North,31,Yes,Fiber optic,Electronic check,Prepaid,28.4,868,857.42,89.3,2823,3,No
3804-RVTGV,892,Male,20,North,50,Yes,Fiber optic,Bank transfer (automatic),Prepaid,22.81,79,1739.55,103.85,5017.9,1,Yes
6259-WJQLC,893,Male,49,North,32,Yes,Fiber optic,Credit card (automatic),Prepaid,33.77,157,607.44,81.1,2619.25,3,No
9227-LUNBG,894,Female,52,East,1,No phone service,DSL,Electronic check,Prepaid,29.39,893,1115.86,24.6,24.6,3,Yes
7997-EASSD,895,Female,55,East,63,Yes,Fiber optic,Credit card (automatic),Postpaid,26.52,766,1731.65,81.2,4965.1,4,No
0730-KOAVE,896,Male,30,North,30,Yes,Fiber optic,Credit card (automatic),Prepaid,12.85,940,719.17,94.3,2679.7,1,No
8975-SKGRX,897,Male,64,East,71,Yes,Fiber optic,Bank transfer (automatic),Postpaid,0.6,1009,1912.68,116.1,8310.55,1,No
0678-RLHVP,898,Female,42,West,53,Yes,Fiber optic,Electronic check,Postpaid,9.12,942,331.57,105.55,5682.25,3,No
4315-MURBD,899,Female,26,South,12,No,Fiber optic,Bank transfer (automatic),Postpaid,6.29,781,134.72,98.9,1120.95,4,Yes
2267-FPIMA,900,Male,21,South,50,Yes,Fiber optic,Credit card (automatic),Postpaid,22.73,655,1817.86,94.4,4914.9,3,No
1051-GEJLJ,901,Female,31,South,2,No,No,Mailed check,Postpaid,30.81,506,230.43,19.5,27.55,3,No
9734-YWGEX,902,Female,54,North,9,Yes,Fiber optic,Credit card (automatic),Prepaid,11.05,664,1984.59,98.3,923.5,2,Yes
2719-BDAQO,903,Male,51,East,17,No,Fiber optic,Electronic check,Prepaid,46.98,747,1907.65,93.85,1625.65,2,Yes
5285-MVEHD,904,Female,28,West,56,No,Fiber optic,Credit card (automatic),Prepaid,0.83,723,360.34,105.6,6068.65,4,No
0379-DJQHR,905,Male,58,West,67,No,DSL,Credit card (automatic),Postpaid,38.73,1320,1121.41,81.35,5398.6,5,No
0781-LKXBR,906,Male,20,North,9,Yes,Fiber optic,Electronic check,Prepaid,31.45,592,451.35,100.5,918.6,2,Yes
5543-QDCRY,907,Male,45,West,4,No,DSL,Electronic check,Prepaid,18.99,906,913.49,56.4,234.85,5,No
0297-RBCSG,908,Male,46,West,19,No,DSL,Bank transfer (automatic),Prepaid,3,946,216.71,65.35,1231.85,1,No
4694-PHWFW,909,Female,26,West,8,No,No,Mailed check,Prepaid,31.56,327,525.46,19.95,170.9,2,No
0835-JKADZ,910,Female,20,West,71,Yes,Fiber optic,Electronic check,Prepaid,19.59,601,790.22,111.25,7984.15,2,No
1907-UBQFC,911,Male,42,East,10,No,Fiber optic,Electronic check,Postpaid,46.85,160,933.43,72.85,688.65,4,Yes
7508-SMHXL,912,Female,51,West,15,Yes,Fiber optic,Credit card (automatic),Prepaid,27.33,434,1957.24,89,1288.3,5,No
3865-YIOTT,913,Male,29,South,72,Yes,Fiber optic,Bank transfer (automatic),Postpaid,47.01,810,1634.94,106.1,7848.5,2,No
5993-BQHEA,914,Male,59,North,12,No,No,Credit card (automatic),Postpaid,11.41,1264,1501.08,20.05,267,2,No
6024-RUGGH,915,Male,26,East,72,Yes,No,Bank transfer (automatic),Postpaid,36.42,743,1120.38,25.2,1798.9,4,No
6513-EECDB,916,Male,32,West,1,Yes,Fiber optic,Electronic check,Postpaid,31.05,1499,1696,73.55,73.55,4,Yes
3956-CJUST,917,Female,57,East,23,No,Fiber optic,Bank transfer (automatic),Postpaid,37.1,454,744.71,75.4,1643.55,5,No
4079-WWQQQ,918,Male,42,West,72,No phone service,DSL,Bank transfer (automatic),Prepaid,11.13,1408,1446.91,65.55,4807.45,1,No
6103-BOCOU,919,Female,22,South,26,Yes,Fiber optic,Electronic check,Prepaid,33.42,1282,1988.19,80.7,2193,1,No
5149-TGWDZ,920,Female,28,North,21,No,Fiber optic,Mailed check,Prepaid,25.15,71,697.79,104.55,2239.4,3,No
7471-WNSUF,921,Male,51,West,60,Yes,No,Bank transfer (automatic),Postpaid,37.27,727,1380.63,24.15,1505.9,2,No
8942-DBMHZ,922,Male,41,West,12,No,No,Mailed check,Prepaid,16.69,660,1704.2,20.45,255.35,5,No
4301-VVZKA,923,Male,32,West,16,Yes,Fiber optic,Electronic check,Prepaid,44.56,1281,1840.03,75.4,1189.4,2,No
9199-PWQVC,924,Female,55,West,63,Yes,DSL,Credit card (automatic),Postpaid,4.67,57,1464.07,79.7,4786.15,5,No
4824-GUCBY,925,Female,25,North,22,No,Fiber optic,Electronic check,Postpaid,40.46,751,638.86,81.7,1820.9,5,No
5393-HJZSM,926,Female,22,North,32,No,DSL,Bank transfer (automatic),Postpaid,43.14,578,719.94,76.3,2404.15,5,No
7074-IEVOJ,927,Female,43,South,3,Yes,Fiber optic,Electronic check,Postpaid,40.95,651,139.44,79.4,205.05,2,Yes
9625-QSTYE,928,Female,35,North,13,No,Fiber optic,Electronic check,Prepaid,25.88,706,1545.68,81.15,952.3,4,Yes
0862-PRCBS,929,Female,23,West,68,Yes,Fiber optic,Credit card (automatic),Postpaid,22.2,215,181.21,103.75,7039.45,2,No
8812-ZRHFP,930,Female,54,South,30,No,Fiber optic,Electronic check,Postpaid,49.81,898,1742.84,86.45,2538.05,5,No
5146-CBVOE,931,Female,30,South,16,No,Fiber optic,Bank transfer (automatic),Prepaid,11.84,545,325.46,75.1,1212.85,3,No
0454-OKRCT,932,Male,45,South,33,No,Fiber optic,Bank transfer (automatic),Prepaid,27.57,639,426.57,80.6,2651.1,1,No
5787-KXGIY,933,Male,22,West,72,No,No,Credit card (automatic),Postpaid,33.7,478,1005.4,19.3,1304.8,5,No
4750-ZRXIU,934,Female,30,East,4,Yes,Fiber optic,Electronic check,Prepaid,35.19,823,1501.97,84.6,360.1,3,Yes
4198-VFOEA,935,Female,34,West,12,No phone service,DSL,Mailed check,Postpaid,10.6,212,364.1,33.6,435.45,4,No
6630-UJZMY,936,Female,57,North,4,Yes,Fiber optic,Electronic check,Postpaid,32.87,415,936.14,83.25,308.05,5,No
5709-LVOEQ,937,Female,62,North,0,No,DSL,Mailed check,Prepaid,41.01,1312,1017.42,80.85, ,3,No
6400-BWQKW,938,Female,49,West,6,Yes,Fiber optic,Electronic check,Prepaid,2.98,121,503.34,79.05,434.5,5,Yes
2692-AQCPF,939,Female,46,West,65,Yes,Fiber optic,Credit card (automatic),Postpaid,45.62,704,319.56,108.05,7118.9,2,No
0347-UBKUZ,940,Female,20,South,15,No,No,Mailed check,Postpaid,1.96,318,1689.2,19.9,320.45,3,No
0835-DUUIQ,941,Female,57,West,24,No,No,Bank transfer (automatic),Postpaid,18.12,464,1054.68,21.05,531.55,2,No
0811-GSDTP,942,Female,51,South,13,No phone service,DSL,Electronic check,Prepaid,1.28,1318,127.32,30.15,382.2,2,No
7567-ECMCM,943,Male,57,North,24,No,Fiber optic,Credit card (automatic),Postpaid,4.32,1065,1625.66,79.85,2001,3,No
6115-ZTBFQ,944,Female,44,South,72,No phone service,DSL,Bank transfer (automatic),Postpaid,45.6,724,1963.51,65.5,4919.7,1,No
6353-BRMMA,945,Female,30,West,54,Yes,Fiber optic,Bank transfer (automatic),Postpaid,18.07,1133,1251.26,104.1,5645.8,3,No
6680-WKXRZ,946,Female,62,North,3,Yes,Fiber optic,Bank transfer (automatic),Postpaid,21.53,55,1057.05,74.4,215.8,1,Yes
6231-WFGFH,947,Male,50,East,4,No,No,Mailed check,Postpaid,11.16,1031,1768.99,20.5,77.6,5,No
9904-EHEVJ,948,Female,23,South,32,Yes,Fiber optic,Mailed check,Prepaid,30.06,619,1909.78,91.35,2896.55,5,No
7028-DVOIQ,949,Male,41,North,35,Yes,Fiber optic,Electronic check,Postpaid,29.94,456,1533.62,99.05,3395.8,3,Yes
6169-PPETC,950,Male,36,South,35,No,No,Bank transfer (automatic),Postpaid,18.92,1290,946.36,20.5,759.35,5,No
4208-UFFGW,951,Male,33,North,2,No,DSL,Mailed check,Postpaid,16.99,75,1225.22,44.95,85.15,4,Yes
8584-KMVXD,952,Female,57,North,8,No,Fiber optic,Electronic check,Postpaid,44.31,1078,1431.78,75.6,535.55,2,No
8467-WYNSR,953,Male,45,South,22,No,DSL,Mailed check,Prepaid,19.47,1035,469.12,55.1,1253.15,2,No
0851-DFJKB,954,Female,50,East,15,No,DSL,Electronic check,Prepaid,24.93,439,949.68,58.95,955.15,1,No
5382-SOYZL,955,Male,58,North,22,Yes,Fiber optic,Electronic check,Prepaid,14.52,759,1676.66,95.1,2162.6,5,No
9448-REEVD,956,Male,30,North,1,No,DSL,Credit card (automatic),Postpaid,39.45,620,1343.98,44.7,44.7,1,Yes
3261-CQXOL,957,Female,60,North,71,Yes,No,Bank transfer (automatic),Postpaid,20.17,803,881.29,25.45,1813.35,2,No
8388-FYNPZ,958,Male,62,East,4,No,DSL,Electronic check,Prepaid,25.92,195,1360.39,56.75,245.15,2,No
4002-BQWPQ,959,Male,42,East,25,Yes,DSL,Bank transfer (automatic),Prepaid,13.04,1461,324.62,81.75,2028.8,5,No
5651-YLPRD,960,Female,59,West,32,No,Fiber optic,Electronic check,Prepaid,49.39,834,862.85,86.1,2723.75,4,No
2826-DXLQO,961,Male,53,South,7,No phone service,DSL,Bank transfer (automatic),Postpaid,14.93,1322,1606.94,29.8,220.45,4,No
4378-BZYFP,962,Male,44,East,17,No,No,Mailed check,Postpaid,38.65,575,518.97,20.5,365.8,5,No
9489-UTFKA,963,Male,55,South,8,No,DSL,Bank transfer (automatic),Prepaid,21.66,62,453.33,60.9,551.95,5,No
4849-PYRLQ,964,Female,24,West,56,Yes,DSL,Bank transfer (automatic),Prepaid,10.71,952,1906.56,73.25,4054.2,1,No
9117-SHLZX,965,Male,22,South,1,No,DSL,Mailed check,Prepaid,40.09,433,498.81,45.7,45.7,5,Yes
9889-TMAHG,966,Male,60,East,8,No,Fiber optic,Credit card (automatic),Postpaid,17.01,605,595.75,100.3,832.35,4,Yes
4541-RMRLG,967,Male,62,South,7,No,No,Electronic check,Postpaid,43.33,936,1942.27,19.25,112.3,5,Yes
7764-BDPEE,968,Male,48,East,3,No,No,Mailed check,Postpaid,45.81,1472,1495.95,20.85,60.65,1,No
3429-IFLEM,969,Female,40,South,71,No,DSL,Credit card (automatic),Prepaid,43.06,68,1429.23,77.35,5550.1,1,No
3158-MOERK,970,Female,59,East,2,Yes,Fiber optic,Electronic check,Prepaid,2.23,624,1720.56,96,174.8,1,Yes
7294-TMAOP,971,Female,27,East,1,No,Fiber optic,Electronic check,Postpaid,39.47,800,320.06,90.55,90.55,1,Yes
5002-GCQFH,972,Male,49,South,49,Yes,Fiber optic,Bank transfer (automatic),Prepaid,20.86,1053,1441.32,93.85,4733.1,3,No
0556-FJEGU,973,Male,60,West,58,No,DSL,Bank transfer (automatic),Postpaid,43.75,468,1057.01,70.1,4048.95,5,No
8919-FYFQZ,974,Male,47,North,44,No phone service,DSL,Electronic check,Prepaid,32.08,1410,1675.39,30.35,1359.7,2,Yes
0604-THJFP,975,Female,56,West,59,No,DSL,Credit card (automatic),Prepaid,41.77,468,1065.47,75.95,4542.35,5,No
2834-JRTUA,976,Male,48,South,71,Yes,Fiber optic,Electronic check,Prepaid,25.22,171,1278.46,108.05,7532.15,3,Yes
5875-YPQFJ,977,Male,35,West,1,No,Fiber optic,Electronic check,Prepaid,26.98,481,1007.71,69.9,69.9,1,Yes
5879-SESNB,978,Female,53,East,11,Yes,Fiber optic,Electronic check,Postpaid,7.65,93,1008.5,75.25,888.65,3,No
6646-QVXLR,979,Male,19,North,62,Yes,Fiber optic,Electronic check,Prepaid,39.31,1390,1559.14,103.75,6383.35,4,Yes
6461-PPAXN,980,Female,31,South,35,No,DSL,Bank transfer (automatic),Postpaid,21.26,430,1294.28,54.95,1916,4,No
3318-ISQFQ,981,Female,30,South,20,No,No,Bank transfer (automatic),Postpaid,25.25,194,1303.2,19.5,413,5,No
1106-HRLKZ,982,Male,46,South,40,No,No,Mailed check,Postpaid,39.36,1400,955.54,19.6,808.95,5,No
2483-XSSMZ,983,Female,29,North,39,No,DSL,Electronic check,Prepaid,30.14,412,1109.11,47.85,1886.4,2,No
8603-IJWDN,984,Male,56,East,1,Yes,Fiber optic,Electronic check,Postpaid,10.45,1123,1516.86,86.6,86.6,2,Yes
8165-ZJRNM,985,Female,19,South,72,Yes,No,Bank transfer (automatic),Postpaid,29.72,1138,1669.29,23.75,1679.25,4,No
9369-XFEHK,986,Female,49,West,33,Yes,Fiber optic,Bank transfer (automatic),Postpaid,20.68,404,1423.47,80.6,2656.5,1,Yes
2604-XVDAM,987,Female,30,South,12,No,DSL,Bank transfer (automatic),Prepaid,23.74,849,1855.74,43.8,540.95,3,No
3717-OFRTN,988,Male,63,South,1,No,No,Bank transfer (automatic),Prepaid,1.9,1237,1658.62,19.75,19.75,2,No
9046-JBFWA,989,Male,44,South,27,No,No,Mailed check,Postpaid,10.9,1214,1167.54,19.15,537.35,2,No
3280-NMUVX,990,Male,58,South,34,No,No,Credit card (automatic),Prepaid,14.41,875,1375.67,19.6,678.8,1,No
1206-EHBDD,991,Female,34,East,56,No,Fiber optic,Bank transfer (automatic),Postpaid,35.79,1201,1859.99,80.3,4513.65,1,No
8361-LBRDI,992,Female,57,West,58,Yes,No,Credit card (automatic),Postpaid,1.07,447,1276.42,24.35,1423.85,5,No
4883-KCPZJ,993,Female,48,East,22,Yes,No,Credit card (automatic),Prepaid,20.73,929,1667.13,25.25,555.4,3,No
9108-EQPNQ,994,Female,51,West,10,Yes,No,Credit card (automatic),Postpaid,46.24,512,1408.74,26.1,225.55,1,No
7277-KAMWT,995,Male,41,South,13,No,No,Credit card (automatic),Prepaid,6.04,857,1148.68,20,268.45,2,No
3842-IYKUE,996,Female,62,North,35,Yes,Fiber optic,Credit card (automatic),Prepaid,26.06,236,559.49,85.3,2917.5,2,Yes
6641-XRPSU,997,Female,52,East,34,No,Fiber optic,Credit card (automatic),Postpaid,39.43,781,909.4,70,2416.1,4,Yes
1374-DMZUI,998,Female,23,North,4,Yes,Fiber optic,Electronic check,Prepaid,47.16,1263,1938.71,94.3,424.45,1,Yes
2545-LXYVJ,999,Male,36,East,72,No,No,Bank transfer (automatic),Prepaid,37.47,1461,1349.75,20.7,1492.1,5,No
,1000,,47,South,,,,,Postpaid,36.17,478,1172.35,,,3,
Total,,,,,,,,,,,,,,,,999
Total,,,,,,,,,,,,,,,,1000
